source,period,GWh
Nuclear,2001-11,62341.711
Nuclear,2001-10,60460.967
Nuclear,2001-09,63378.451
Nuclear,2001-08,68389.496
Nuclear,2001-07,69166.04
Nuclear,2001-06,68023.098
Nuclear,2001-05,61512.445
Nuclear,2001-04,56003.026
Nuclear,2001-03,62140.712
Nuclear,2001-02,61272.407
Nuclear,2001-01,68707.077
Hydro,2025-04,22414.84826
Hydro,2025-03,22034.00596
Hydro,2025-02,19331.17353
Hydro,2025-01,21192.35254
Hydro,2024-12,20384.32831
Hydro,2024-11,18275.92039
Hydro,2024-10,15821.35795
Hydro,2024-09,16665.75643
Hydro,2024-08,21364.13449
Hydro,2024-07,21187.54055
Hydro,2024-06,21171.60308
Hydro,2024-05,22616.8404
Hydro,2024-04,19376.29594
Hydro,2024-03,23320.64044
Hydro,2024-02,20105.30611
Hydro,2024-01,21936.00738
Hydro,2023-12,19027.64919
Hydro,2023-11,17025.68245
Hydro,2023-10,15672.55982
Hydro,2023-09,16915.72764
Hydro,2023-08,21293.08687
Hydro,2023-07,21977.73383
Hydro,2023-06,21572.23898
Hydro,2023-05,27651.29087
Hydro,2023-04,19819.60825
Hydro,2023-03,21331.4014
Hydro,2023-02,19961.14213
Hydro,2023-01,22754.21698
Hydro,2022-12,20429.54086
Hydro,2022-11,17898.14767
Hydro,2022-10,14367.41841
Hydro,2022-09,17026.14725
Hydro,2022-08,21132.94901
Hydro,2022-07,24567.4546
Hydro,2022-06,25987.79518
Hydro,2022-05,23358.77956
Hydro,2022-04,20065.83638
Hydro,2022-03,24436.41649
Hydro,2022-02,21320.56822
Hydro,2022-01,24197.61344
Hydro,2021-12,23561.87556
Hydro,2021-11,19373.24966
Hydro,2021-10,17132.93623
Hydro,2021-09,17022.26652
Hydro,2021-08,20328.14723
Hydro,2021-07,22097.51226
Hydro,2021-06,23454.07921
Hydro,2021-05,23308.96396
Hydro,2021-04,19388.82781
Hydro,2021-03,21220.43408
Hydro,2021-02,20136.50917
Hydro,2021-01,24560.04066
Hydro,2020-12,21507.84718
Hydro,2020-11,20892.65917
Hydro,2020-10,18810.4061
Hydro,2020-09,18678.80991
Hydro,2020-08,23283.5577
Hydro,2020-07,26741.77947
Hydro,2020-06,27999.3837
Hydro,2020-05,29976.16051
Hydro,2020-04,23194.35466
Hydro,2020-03,23823.01748
Hydro,2020-02,25868.06177
Hydro,2020-01,24497.85718
Hydro,2019-12,21478.18136
Hydro,2019-11,20217.59733
Hydro,2019-10,18305.81291
Hydro,2019-09,18525.75999
Hydro,2019-08,22578.66752
Hydro,2019-07,24875.39844
Hydro,2019-06,28077.76308
Hydro,2019-05,31982.04155
Hydro,2019-04,27820.1768
Hydro,2019-03,26333.98533
Hydro,2019-02,22880.53778
Hydro,2019-01,24797.80842
Hydro,2018-12,22797.16131
Hydro,2018-11,21912.71643
Hydro,2018-10,19548.19092
Hydro,2018-09,19165.6208
Hydro,2018-08,22016.90536
Hydro,2018-07,25099.52896
Hydro,2018-06,27597.48847
Hydro,2018-05,30444.28385
Hydro,2018-04,28115.15452
Hydro,2018-03,25860.604
Hydro,2018-02,24902.25758
Hydro,2018-01,25064.07663
Hydro,2017-12,22247.84164
Hydro,2017-11,19888.33402
Hydro,2017-10,17698.17945
Hydro,2017-09,19151.75538
Hydro,2017-08,22033.85574
Hydro,2017-07,26598.24651
Hydro,2017-06,30575.29559
Hydro,2017-05,32607.11514
Hydro,2017-04,29409.46563
Hydro,2017-03,29613.19463
Hydro,2017-02,23881.76459
Hydro,2017-01,26627.88134
Hydro,2016-12,22527.76456
Hydro,2016-11,18808.26528
Hydro,2016-10,17338.85654
Hydro,2016-09,16367.68403
Hydro,2016-08,19569.54914
Hydro,2016-07,21455.32093
Hydro,2016-06,23236.86739
Hydro,2016-05,25486.38143
Hydro,2016-04,25878.02878
Hydro,2016-03,27389.8772
Hydro,2016-02,24139.01548
Hydro,2016-01,25614.54233
Hydro,2015-12,23165.56195
Hydro,2015-11,19337.83088
Hydro,2015-10,16630.40155
Hydro,2015-09,16094.1224
Hydro,2015-08,19122.10511
Hydro,2015-07,21014.22144
Hydro,2015-06,20414.084
Hydro,2015-05,20125.4156
Hydro,2015-04,22470.97723
Hydro,2015-03,24280.90476
Hydro,2015-02,22286.07601
Hydro,2015-01,24138.3839
Hydro,2014-12,22328.78862
Hydro,2014-11,18624.92296
Hydro,2014-10,17159.21225
Hydro,2014-09,16074.32674
Hydro,2014-08,19807.24668
Hydro,2014-07,24357.40238
Hydro,2014-06,25743.87767
Hydro,2014-05,26543.88511
Hydro,2014-04,25439.90661
Hydro,2014-03,24257.12925
Hydro,2014-02,17396.12893
Hydro,2014-01,21633.79467
Hydro,2013-12,21128.29918
Hydro,2013-11,17676.83384
Hydro,2013-10,17198.59414
Hydro,2013-09,16961.1523
Hydro,2013-08,21633.31561
Hydro,2013-07,27254.5715
Hydro,2013-06,27384.06656
Hydro,2013-05,28450.09411
Hydro,2013-04,25097.10474
Hydro,2013-03,20534.35802
Hydro,2013-02,20418.46514
Hydro,2013-01,24828.52759
Hydro,2012-12,22984.35228
Hydro,2012-11,18733.31916
Hydro,2012-10,16501.69662
Hydro,2012-09,17603.96419
Hydro,2012-08,23033.72581
Hydro,2012-07,26491.04579
Hydro,2012-06,26657.66222
Hydro,2012-05,28641.31224
Hydro,2012-04,26295.39842
Hydro,2012-03,25906.63425
Hydro,2012-02,20283.9644
Hydro,2012-01,23107.14392
Hydro,2011-12,23731.94371
Hydro,2011-11,20680.52743
Hydro,2011-10,19787.38961
Hydro,2011-09,21377.59172
Hydro,2011-08,25763.57824
Hydro,2011-07,31284.63456
Hydro,2011-06,32151.21433
Hydro,2011-05,32586.92609
Hydro,2011-04,31194.3065
Hydro,2011-03,31134.47075
Hydro,2011-02,24131.22605
Hydro,2011-01,25531.09446
Hydro,2010-12,23169.07145
Hydro,2010-11,19561.55003
Hydro,2010-10,17682.97635
Hydro,2010-09,17265.20646
Hydro,2010-08,20119.23218
Hydro,2010-07,24516.76133
Hydro,2010-06,29853.82693
Hydro,2010-05,25079.21697
Hydro,2010-04,19096.66257
Hydro,2010-03,20885.6628
Hydro,2010-02,20589.82989
Hydro,2010-01,22383.07243
Hydro,2009-12,24729.80834
Hydro,2009-11,21007.70089
Hydro,2009-10,19691.06826
Hydro,2009-09,17358.71392
Hydro,2009-08,19580.41655
Hydro,2009-07,23384.74817
Hydro,2009-06,29233.39456
Hydro,2009-05,29559.65512
Hydro,2009-04,25769.8074
Hydro,2009-03,21827.45353
Hydro,2009-02,17812.03175
Hydro,2009-01,23490.29569
Hydro,2008-12,20861.49062
Hydro,2008-11,15667.93401
Hydro,2008-10,15469.94246
Hydro,2008-09,16178.19232
Hydro,2008-08,21229.2774
Hydro,2008-07,25555.08636
Hydro,2008-06,29177.42712
Hydro,2008-05,27221.14742
Hydro,2008-04,22233.93205
Hydro,2008-03,21668.93847
Hydro,2008-02,18788.8861
Hydro,2008-01,20779.13078
Hydro,2007-12,18341.67452
Hydro,2007-11,15682.053
Hydro,2007-10,14796.43375
Hydro,2007-09,14742.53418
Hydro,2007-08,19940.55104
Hydro,2007-07,22477.76053
Hydro,2007-06,22816.60812
Hydro,2007-05,26046.97643
Hydro,2007-04,23890.58301
Hydro,2007-03,24163.45595
Hydro,2007-02,18566.63325
Hydro,2007-01,26044.71053
Hydro,2006-12,21595.95122
Hydro,2006-11,20271.72257
Hydro,2006-10,17055.17699
Hydro,2006-09,17201.46086
Hydro,2006-08,21728.3537
Hydro,2006-07,25439.39237
Hydro,2006-06,29757.28409
Hydro,2006-05,30818.44294
Hydro,2006-04,28555.68297
Hydro,2006-03,24624.60881
Hydro,2006-02,24761.68318
Hydro,2006-01,27436.65597
Hydro,2005-12,22141.15675
Hydro,2005-11,19352.66779
Hydro,2005-10,18006.36026
Hydro,2005-09,17363.68401
Hydro,2005-08,21565.67882
Hydro,2005-07,25956.84152
Hydro,2005-06,26782.98993
Hydro,2005-05,27278.51096
Hydro,2005-04,23058.35863
Hydro,2005-03,22936.06749
Hydro,2005-02,21606.77394
Hydro,2005-01,24272.16485
Hydro,2004-12,26210.71849
Hydro,2004-11,20937.04438
Hydro,2004-10,18862.7954
Hydro,2004-09,20525.26137
Hydro,2004-08,21591.96742
Hydro,2004-07,23318.27953
Hydro,2004-06,25252.34503
Hydro,2004-05,24019.71812
Hydro,2004-04,20887.97481
Hydro,2004-03,22914.28123
Hydro,2004-02,20913.61671
Hydro,2004-01,22983.30588
Hydro,2003-12,24044.33
Hydro,2003-11,19715.265
Hydro,2003-10,18428.423
Hydro,2003-09,18480.455
Hydro,2003-08,22972.03
Hydro,2003-07,24843.095
Hydro,2003-06,28586.3
Hydro,2003-05,29395.256
Hydro,2003-04,24758.962
Hydro,2003-03,24202.273
Hydro,2003-02,19779.86
Hydro,2003-01,20600.079
Hydro,2002-12,21668.54
Hydro,2002-11,19730.029
Hydro,2002-10,17171.334
Hydro,2002-09,17086.782
Hydro,2002-08,21083.924
Hydro,2002-07,25470.647
Hydro,2002-06,28212.847
Hydro,2002-05,26662.695
Hydro,2002-04,24246.605
Hydro,2002-03,21008.813
Hydro,2002-02,20191.683
Hydro,2002-01,21794.932
Hydro,2001-12,19346.314
Hydro,2001-11,15412.929
Hydro,2001-10,15234.503
Hydro,2001-09,15256.027
Hydro,2001-08,18913.768
Hydro,2001-07,18079.119
Hydro,2001-06,20727.63
Hydro,2001-05,19175.635
Hydro,2001-04,18012.994
Hydro,2001-03,20477.189
Hydro,2001-02,17472.889
Hydro,2001-01,18852.048
Wind,2025-04,45731.48261
Wind,2025-03,50691.77463
Wind,2025-02,39420.00917
Wind,2025-01,43630.08115
Wind,2024-12,40343.06835
Wind,2024-11,40960.54107
Wind,2024-10,40053.82313
Wind,2024-09,28995.2059
Wind,2024-08,28763.96196
Wind,2024-07,27970.5392
Wind,2024-06,38160.41225
Wind,2024-05,38692.58505
Wind,2024-04,47380.86617
Wind,2024-03,45640.82098
Wind,2024-02,41561.86978
Wind,2024-01,34930.45708
Wind,2023-12,38038.36307
Wind,2023-11,36445.37672
Wind,2023-10,36019.86504
Wind,2023-09,28353.33067
Wind,2023-08,28394.17813
Wind,2023-07,28004.56067
Wind,2023-06,27546.97393
Wind,2023-05,32227.18097
Wind,2023-04,42745.50715
Wind,2023-03,43583.75311
Wind,2023-02,41424.26888
Wind,2023-01,38357.97689
Wind,2022-12,38679.53194
Wind,2022-11,41198.8465
Wind,2022-10,32744.63415
Wind,2022-09,27331.13356
Wind,2022-08,24718.4162
Wind,2022-07,29474.97824
Wind,2022-06,33767.53068
Wind,2022-05,42123.69758
Wind,2022-04,46167.09477
Wind,2022-03,43030.54797
Wind,2022-02,37644.62607
Wind,2022-01,37416.32051
Wind,2021-12,39849.02762
Wind,2021-11,35751.09063
Wind,2021-10,32215.11144
Wind,2021-09,28997.8029
Wind,2021-08,27071.12204
Wind,2021-07,21715.55151
Wind,2021-06,26671.53368
Wind,2021-05,33786.50791
Wind,2021-04,36157.80676
Wind,2021-03,39205.24802
Wind,2021-02,26715.50092
Wind,2021-01,30060.4714
Wind,2020-12,32010.64517
Wind,2020-11,33129.4051
Wind,2020-10,28822.66268
Wind,2020-09,23185.97755
Wind,2020-08,23029.3319
Wind,2020-07,22866.19821
Wind,2020-06,30212.40523
Wind,2020-05,28377.50536
Wind,2020-04,29752.22898
Wind,2020-03,29319.78293
Wind,2020-02,29110.49454
Wind,2020-01,28121.41138
Wind,2019-12,26643.83983
Wind,2019-11,25184.35888
Wind,2019-10,27624.5193
Wind,2019-09,24513.46786
Wind,2019-08,19978.03073
Wind,2019-07,22100.72207
Wind,2019-06,22445.97049
Wind,2019-05,25779.38696
Wind,2019-04,28915.30603
Wind,2019-03,25772.67842
Wind,2019-02,22622.75342
Wind,2019-01,24301.4495
Wind,2018-12,24306.28369
Wind,2018-11,22015.7339
Wind,2018-10,21193.89801
Wind,2018-09,18519.67063
Wind,2018-08,19846.43699
Wind,2018-07,16446.57439
Wind,2018-06,24702.85593
Wind,2018-05,23953.12766
Wind,2018-04,26430.85718
Wind,2018-03,26463.70391
Wind,2018-02,23189.48924
Wind,2018-01,25598.8222
Wind,2017-12,22200.68098
Wind,2017-11,22614.8668
Wind,2017-10,24368.70291
Wind,2017-09,17911.77474
Wind,2017-08,13878.84827
Wind,2017-07,16119.99604
Wind,2017-06,20141.74696
Wind,2017-05,23067.63856
Wind,2017-04,25377.94296
Wind,2017-03,25730.61672
Wind,2017-02,22091.10927
Wind,2017-01,20798.77101
Wind,2016-12,23145.52474
Wind,2016-11,19405.64211
Wind,2016-10,20335.38978
Wind,2016-09,16403.64017
Wind,2016-08,13589.32615
Wind,2016-07,17618.35712
Wind,2016-06,16303.4413
Wind,2016-05,18847.89867
Wind,2016-04,20799.30345
Wind,2016-03,21939.40933
Wind,2016-02,20138.2278
Wind,2016-01,18466.40151
Wind,2015-12,20098.37277
Wind,2015-11,19681.71564
Wind,2015-10,16380.03853
Wind,2015-09,13971.56651
Wind,2015-08,13080.02756
Wind,2015-07,13675.44937
Wind,2015-06,13421.26619
Wind,2015-05,17151.34131
Wind,2015-04,17867.14921
Wind,2015-03,15307.92894
Wind,2015-02,14921.54534
Wind,2015-01,15162.14633
Wind,2014-12,14711.24947
Wind,2014-11,18866.92881
Wind,2014-10,14507.93111
Wind,2014-09,11519.76842
Wind,2014-08,10170.52076
Wind,2014-07,12187.39242
Wind,2014-06,15798.81712
Wind,2014-05,15601.36684
Wind,2014-04,18635.54917
Wind,2014-03,17735.8829
Wind,2014-02,14008.66045
Wind,2014-01,17911.21433
Wind,2013-12,13967.05881
Wind,2013-11,15803.25968
Wind,2013-10,13635.01809
Wind,2013-09,11674.08115
Wind,2013-08,9633.88368
Wind,2013-07,11093.61355
Wind,2013-06,13748.10576
Wind,2013-05,16238.70213
Wind,2013-04,17476.27429
Wind,2013-03,15755.65337
Wind,2013-02,14075.59068
Wind,2013-01,14738.50426
Wind,2012-12,14523.51758
Wind,2012-11,11648.4968
Wind,2012-10,12635.90112
Wind,2012-09,8789.86546
Wind,2012-08,8469.41899
Wind,2012-07,8823.083
Wind,2012-06,11972.15949
Wind,2012-05,12540.32427
Wind,2012-04,12709.03261
Wind,2012-03,14027.34496
Wind,2012-02,11051.71417
Wind,2012-01,13630.85627
Wind,2011-12,10655.77473
Wind,2011-11,12438.55312
Wind,2011-10,10525.42896
Wind,2011-09,6869.0293
Wind,2011-08,7473.59402
Wind,2011-07,7488.62905
Wind,2011-06,10985.06912
Wind,2011-05,11772.16075
Wind,2011-04,12421.65683
Wind,2011-03,10544.64605
Wind,2011-02,10451.5619
Wind,2011-01,8550.4948
Wind,2010-12,9059.29736
Wind,2010-11,9747.6191
Wind,2010-10,7943.80761
Wind,2010-09,7105.5022
Wind,2010-08,6685.85505
Wind,2010-07,6723.89118
Wind,2010-06,8049.02142
Wind,2010-05,8697.52487
Wind,2010-04,9764.45598
Wind,2010-03,8589.07682
Wind,2010-02,5431.85793
Wind,2010-01,6854.33658
Wind,2009-12,6906.05833
Wind,2009-11,6875.18302
Wind,2009-10,6813.62592
Wind,2009-09,4650.70788
Wind,2009-08,5464.47362
Wind,2009-07,4954.94132
Wind,2009-06,5599.42191
Wind,2009-05,6261.9611
Wind,2009-04,7457.69602
Wind,2009-03,7099.06292
Wind,2009-02,5852.17501
Wind,2009-01,5950.82465
Wind,2008-12,6615.89854
Wind,2008-11,4993.64564
Wind,2008-10,4756.40094
Wind,2008-09,3111.45182
Wind,2008-08,3264.40615
Wind,2008-07,4008.40059
Wind,2008-06,5140.3764
Wind,2008-05,5340.28392
Wind,2008-04,5225.28203
Wind,2008-03,4782.01995
Wind,2008-02,3851.7487
Wind,2008-01,4273.1854
Wind,2007-12,3490.23188
Wind,2007-11,3095.03643
Wind,2007-10,3376.54028
Wind,2007-09,2866.72155
Wind,2007-08,2699.36469
Wind,2007-07,2158.37244
Wind,2007-06,2620.41645
Wind,2007-05,2952.34063
Wind,2007-04,3171.70315
Wind,2007-03,3047.09243
Wind,2007-02,2519.79285
Wind,2007-01,2452.31464
Wind,2006-12,2471.68958
Wind,2006-11,2540.48864
Wind,2006-10,2442.12988
Wind,2006-09,1879.14378
Wind,2006-08,1655.18688
Wind,2006-07,1955.06423
Wind,2006-06,2051.76563
Wind,2006-05,2458.6826
Wind,2006-04,2471.76225
Wind,2006-03,2358.63174
Wind,2006-02,1921.95844
Wind,2006-01,2382.63335
Wind,2005-12,1827.81389
Wind,2005-11,1609.69148
Wind,2005-10,1446.18982
Wind,2005-09,1468.34696
Wind,2005-08,1138.03152
Wind,2005-07,1420.94183
Wind,2005-06,1796.92435
Wind,2005-05,1746.42955
Wind,2005-04,1697.5037
Wind,2005-03,1560.62565
Wind,2005-02,966.48178
Wind,2005-01,1131.5685
Wind,2004-12,1172.00867
Wind,2004-11,932.203
Wind,2004-10,1028.87272
Wind,2004-09,1089.61523
Wind,2004-08,1050.71885
Wind,2004-07,1164.37009
Wind,2004-06,1397.20574
Wind,2004-05,1701.65148
Wind,2004-04,1294.8568
Wind,2004-03,1291.224
Wind,2004-02,1021.56897
Wind,2004-01,999.44521
Wind,2003-12,1104.881
Wind,2003-11,961.432
Wind,2003-10,897.161
Wind,2003-09,895.054
Wind,2003-08,815.429
Wind,2003-07,953.396
Wind,2003-06,1047.144
Wind,2003-05,1006.383
Wind,2003-04,1092.766
Wind,2003-03,1036.104
Wind,2003-02,745.375
Wind,2003-01,632.34
Wind,2002-12,755.194
Wind,2002-11,655.946
Wind,2002-10,734.355
Wind,2002-09,735.828
Wind,2002-08,976.691
Wind,2002-07,890.455
Wind,2002-06,1126.315
Wind,2002-05,1077.641
Wind,2002-04,1024.417
Wind,2002-03,852.102
Wind,2002-02,713.932
Wind,2002-01,811.402
Wind,2001-12,615.657
Wind,2001-11,470.448
Wind,2001-10,606.829
Wind,2001-09,490.229
Wind,2001-08,577.206
Wind,2001-07,634.992
Wind,2001-06,669.634
Wind,2001-05,635.029
Wind,2001-04,684.695
Wind,2001-03,532.12
Wind,2001-02,431.242
Wind,2001-01,389.25
Solar,2025-04,26611.66153
Solar,2025-03,23067.39819
Solar,2025-02,16374.30422
Solar,2025-01,15355.45712
Solar,2024-12,12942.0623
Solar,2024-11,13878.34018
Solar,2024-10,19524.80836
Solar,2024-09,20263.85436
Solar,2024-08,24055.33215
Solar,2024-07,24200.47301
Solar,2024-06,24293.63739
Solar,2024-05,22209.11726
Solar,2024-04,19101.07696
Solar,2024-03,15840.33949
Solar,2024-02,12489.1304
Solar,2024-01,9739.60357
Solar,2023-12,9112.50704
Solar,2023-11,10446.11045
Solar,2023-10,14120.71224
Solar,2023-09,15582.82385
Solar,2023-08,17744.05054
Solar,2023-07,18894.31191
Solar,2023-06,17833.69949
Solar,2023-05,17281.04775
Solar,2023-04,15061.64053
Solar,2023-03,12212.81238
Solar,2023-02,9434.58761
Solar,2023-01,7806.04484
Solar,2022-12,6777.13575
Solar,2022-11,8402.51271
Solar,2022-10,11941.50155
Solar,2022-09,13286.13522
Solar,2022-08,14502.35057
Solar,2022-07,15765.47097
Solar,2022-06,16052.33251
Solar,2022-05,15120.20823
Solar,2022-04,13401.63316
Solar,2022-03,11694.22208
Solar,2022-02,9026.75939
Solar,2022-01,7821.62574
Solar,2021-12,6090.86526
Solar,2021-11,7795.101
Solar,2021-10,9268.03855
Solar,2021-09,11214.24963
Solar,2021-08,11966.82782
Solar,2021-07,12191.6812
Solar,2021-06,12196.77663
Solar,2021-05,12457.16045
Solar,2021-04,10891.71409
Solar,2021-03,9296.18165
Solar,2021-02,6330.40705
Solar,2021-01,5559.24502
Solar,2020-12,5091.42256
Solar,2020-11,5766.51939
Solar,2020-10,7085.18487
Solar,2020-09,7732.32157
Solar,2020-08,9315.42156
Solar,2020-07,10609.77315
Solar,2020-06,9654.00577
Solar,2020-05,9653.40589
Solar,2020-04,7920.7291
Solar,2020-03,6349.64464
Solar,2020-02,5561.4092
Solar,2020-01,4458.87743
Solar,2019-12,3453.07527
Solar,2019-11,4363.99289
Solar,2019-10,6093.46647
Solar,2019-09,6817.21992
Solar,2019-08,7876.55371
Solar,2019-07,8132.64079
Solar,2019-06,7971.09298
Solar,2019-05,7161.89697
Solar,2019-04,6752.27638
Solar,2019-03,5898.62563
Solar,2019-02,3835.77281
Solar,2019-01,3580.20841
Solar,2018-12,3109.63979
Solar,2018-11,3742.76491
Solar,2018-10,4969.69097
Solar,2018-09,5960.90148
Solar,2018-08,6695.40796
Solar,2018-07,6754.8758
Solar,2018-06,7414.66701
Solar,2018-05,6849.01231
Solar,2018-04,6056.72671
Solar,2018-03,5056.23832
Solar,2018-02,3896.41408
Solar,2018-01,3318.97521
Solar,2017-12,3035.00469
Solar,2017-11,3208.74868
Solar,2017-10,4649.67321
Solar,2017-09,5059.44137
Solar,2017-08,5368.53677
Solar,2017-07,5569.10622
Solar,2017-06,6115.379
Solar,2017-05,5785.02726
Solar,2017-04,4906.67802
Solar,2017-03,4514.08465
Solar,2017-02,2751.19905
Solar,2017-01,2323.98616
Solar,2016-12,2423.52344
Solar,2016-11,2767.14449
Solar,2016-10,3191.22418
Solar,2016-09,3635.06928
Solar,2016-08,3969.18623
Solar,2016-07,3944.79289
Solar,2016-06,3473.49784
Solar,2016-05,3425.18345
Solar,2016-04,2879.68187
Solar,2016-03,2617.45225
Solar,2016-02,2241.56342
Solar,2016-01,1485.80182
Solar,2015-12,1569.89498
Solar,2015-11,1729.6613
Solar,2015-10,1909.57979
Solar,2015-09,2217.1241
Solar,2015-08,2687.55324
Solar,2015-07,2627.06355
Solar,2015-06,2557.5982
Solar,2015-05,2504.14881
Solar,2015-04,2379.11811
Solar,2015-03,2072.25703
Solar,2015-02,1483.55386
Solar,2015-01,1155.35063
Solar,2014-12,1031.74441
Solar,2014-11,1379.63993
Solar,2014-10,1716.92302
Solar,2014-09,1832.26056
Solar,2014-08,1879.48203
Solar,2014-07,1787.69886
Solar,2014-06,1923.32588
Solar,2014-05,1749.65461
Solar,2014-04,1487.09725
Solar,2014-03,1317.09371
Solar,2014-02,834.9922
Solar,2014-01,751.11873
Solar,2013-12,850.02134
Solar,2013-11,824.35218
Solar,2013-10,987.53341
Solar,2013-09,948.77866
Solar,2013-08,944.09174
Solar,2013-07,828.84727
Solar,2013-06,870.68502
Solar,2013-05,752.70649
Solar,2013-04,666.73879
Solar,2013-03,619.39901
Solar,2013-02,432.64262
Solar,2013-01,309.82386
Solar,2012-12,348.77212
Solar,2012-11,347.27595
Solar,2012-10,431.42698
Solar,2012-09,458.10265
Solar,2012-08,461.41088
Solar,2012-07,509.51028
Solar,2012-06,527.06764
Solar,2012-05,462.59684
Solar,2012-04,318.72331
Solar,2012-03,231.22839
Solar,2012-02,135.24034
Solar,2012-01,95.31986
Solar,2011-12,120.6536
Solar,2011-11,107.36985
Solar,2011-10,158.85995
Solar,2011-09,185.71984
Solar,2011-08,229.16273
Solar,2011-07,191.10153
Solar,2011-06,222.77309
Solar,2011-05,190.66911
Solar,2011-04,164.00623
Solar,2011-03,122.29961
Solar,2011-02,85.29854
Solar,2011-01,39.78157
Solar,2010-12,44.40122
Solar,2010-11,76.79539
Solar,2010-10,75.43584
Solar,2010-09,137.58114
Solar,2010-08,156.39274
Solar,2010-07,161.38151
Solar,2010-06,176.0529
Solar,2010-05,153.17199
Solar,2010-04,112.2794
Solar,2010-03,75.9992
Solar,2010-02,32.82389
Solar,2010-01,9.86635
Solar,2009-12,21.20887
Solar,2009-11,40.40246
Solar,2009-10,68.10109
Solar,2009-09,94.99416
Solar,2009-08,116.29051
Solar,2009-07,121.18827
Solar,2009-06,103.41256
Solar,2009-05,110.42463
Solar,2009-04,99.41608
Solar,2009-03,78.10689
Solar,2009-02,30.44374
Solar,2009-01,7.19014
Solar,2008-12,18.68738
Solar,2008-11,28.8477
Solar,2008-10,60.24348
Solar,2008-09,92.59686
Solar,2008-08,105.28212
Solar,2008-07,110.87812
Solar,2008-06,128.16363
Solar,2008-05,98.74413
Solar,2008-04,94.14084
Solar,2008-03,74.59967
Solar,2008-02,35.8416
Solar,2008-01,16.28927
Solar,2007-12,5.40157
Solar,2007-11,24.30171
Solar,2007-10,49.23269
Solar,2007-09,68.21225
Solar,2007-08,75.16342
Solar,2007-07,85.79293
Solar,2007-06,84.45828
Solar,2007-05,84.19176
Solar,2007-04,54.46434
Solar,2007-03,48.48795
Solar,2007-02,19.24445
Solar,2007-01,12.84165
Solar,2006-12,2.71328
Solar,2006-11,15.68648
Solar,2006-10,32.28346
Solar,2006-09,53.99022
Solar,2006-08,82.99316
Solar,2006-07,61.65591
Solar,2006-06,69.70207
Solar,2006-05,70.73512
Solar,2006-04,52.07432
Solar,2006-03,33.40385
Solar,2006-02,19.53284
Solar,2006-01,12.9353
Solar,2005-12,2.79342
Solar,2005-11,12.7552
Solar,2005-10,37.66515
Solar,2005-09,61.1077
Solar,2005-08,75.84548
Solar,2005-07,72.32901
Solar,2005-06,88.47625
Solar,2005-05,81.15271
Solar,2005-04,58.26325
Solar,2005-03,38.15709
Solar,2005-02,13.08154
Solar,2005-01,8.66754
Solar,2004-12,7.75776
Solar,2004-11,15.34157
Solar,2004-10,33.52109
Solar,2004-09,60.63169
Solar,2004-08,72.846
Solar,2004-07,82.10253
Solar,2004-06,87.876
Solar,2004-05,81.77573
Solar,2004-04,56.90189
Solar,2004-03,52.92945
Solar,2004-02,10.86173
Solar,2004-01,12.60957
Solar,2003-12,4.251
Solar,2003-11,14.031
Solar,2003-10,35.436
Solar,2003-09,55.857
Solar,2003-08,61.992
Solar,2003-07,62.407
Solar,2003-06,90.682
Solar,2003-05,67.962
Solar,2003-04,60.309
Solar,2003-03,50.02709
Solar,2003-02,17.83027
Solar,2003-01,13.21701
Solar,2002-12,4.307
Solar,2002-11,28.175
Solar,2002-10,30.956
Solar,2002-09,52.608
Solar,2002-08,74.925
Solar,2002-07,85.537
Solar,2002-06,95.543
Solar,2002-05,57.64
Solar,2002-04,45.858
Solar,2002-03,44.397
Solar,2002-02,23.565
Solar,2002-01,11.32
Solar,2001-12,4.036
Solar,2001-11,14.289
Solar,2001-10,20.813
Solar,2001-09,64.803
Solar,2001-08,85.299
Solar,2001-07,91.994
Solar,2001-06,91.143
Solar,2001-05,81.053
Solar,2001-04,38.759
Solar,2001-03,31.498
Solar,2001-02,12.568
Solar,2001-01,6.5
